eventId,name,description,type,peoplecount,agerecommended,daysleft,location
8062,Event8062,description8062,music|freeentry,27,34,8,Kochi
8063,Event8063,description8063,competition|outdoor,467,32,34,Tiruppur
8064,Event8064,description8064,freeentry|outdoor|competition,168,35,13,Shimoga
8065,Event8065,description8065,entertainment|freeentry,153,35,3,Karur
8066,Event8066,description8066,sports,355,26,22,Chikkamagaluru
8067,Event8067,description8067,food|online|freeentry,234,38,13,Kozhikode
8068,Event8068,description8068,technology|sports,198,46,32,Nellore
8069,Event8069,description8069,online|dance,453,11,15,Mysore
8070,Event8070,description8070,outdoor|sports,423,22,12,Hosur
8071,Event8071,description8071,sports,171,17,25,Kasargod
8072,Event8072,description8072,sports|music|outdoor,427,34,15,Chennai
8073,Event8073,description8073,freeentry,328,43,34,Mysore
8074,Event8074,description8074,technology|food,498,17,24,Kadapa
8075,Event8075,description8075,music|food|online,494,44,11,Tiruppur
8076,Event8076,description8076,online,17,10,37,Tumkur
8077,Event8077,description8077,technology,247,27,37,Hassan
8078,Event8078,description8078,outdoor,269,11,28,Kannur
8079,Event8079,description8079,music|technology|entertainment,171,40,9,Rajahmundry
8080,Event8080,description8080,outdoor|freeentry|competition,119,2,28,Kasargod
8081,Event8081,description8081,competition|food|sports,447,19,6,Kannur
8082,Event8082,description8082,online,83,41,5,Visakhapatnam
8083,Event8083,description8083,freeentry,377,22,17,Coimbatore
8084,Event8084,description8084,outdoor|food,338,21,40,Coimbatore
8085,Event8085,description8085,freeentry,396,6,18,Thiruvananthapuram
8086,Event8086,description8086,online,474,45,7,Vijayawada
8087,Event8087,description8087,sports|technology,272,10,22,Chikkamagaluru
8088,Event8088,description8088,competition|outdoor|food,11,16,31,Thanjavur
8089,Event8089,description8089,dance,220,6,10,Warangal
8090,Event8090,description8090,dance,281,18,23,Kadapa
8091,Event8091,description8091,competition|technology,106,48,39,Shimoga
8092,Event8092,description8092,outdoor|food,55,3,36,Guntur
8093,Event8093,description8093,technology|competition|food,85,5,25,Vijayawada
8094,Event8094,description8094,online|food,249,50,4,Kannur
8095,Event8095,description8095,dance,480,33,8,Rajahmundry
8096,Event8096,description8096,online|infotainment|technology,458,36,38,Hassan
8097,Event8097,description8097,food,85,4,36,Vijayawada
8098,Event8098,description8098,food|freeentry,266,33,38,Visakhapatnam
8099,Event8099,description8099,infotainment|music,311,39,40,Chittoor
8100,Event8100,description8100,dance,274,41,27,Kadapa
8101,Event8101,description8101,food,178,3,24,Coimbatore
8102,Event8102,description8102,sports,177,6,27,Thanjavur
8103,Event8103,description8103,outdoor|infotainment,256,3,11,Chikkamagaluru
8104,Event8104,description8104,music,331,42,28,Chennai
8105,Event8105,description8105,online|infotainment,360,17,25,Karur
8106,Event8106,description8106,sports,166,30,6,Kottayam
8107,Event8107,description8107,freeentry|competition|entertainment,452,23,14,Karaikudi
8108,Event8108,description8108,dance|food,288,38,2,Karur
8109,Event8109,description8109,food|music,490,48,18,Chittoor
8110,Event8110,description8110,entertainment|competition|technology,135,4,24,Alappuzha
8111,Event8111,description8111,entertainment,245,31,31,Rajahmundry
8112,Event8112,description8112,sports,13,13,13,Kasargod
8113,Event8113,description8113,entertainment|sports|competition,448,7,3,Guntur
8114,Event8114,description8114,online,250,35,28,Thanjavur
8115,Event8115,description8115,online,483,31,33,Thiruvananthapuram
8116,Event8116,description8116,online|freeentry,52,41,39,Kozhikode
8117,Event8117,description8117,music|sports|infotainment,380,47,19,Kolar
8118,Event8118,description8118,outdoor|sports|music,350,47,36,Nizamabad
8119,Event8119,description8119,sports|music|dance,184,48,16,Tiruchirappalli
8120,Event8120,description8120,online|technology,11,11,7,Nellore
8121,Event8121,description8121,food|dance|online,415,48,25,Hassan
8122,Event8122,description8122,competition|food,475,6,28,Tiruppur
8123,Event8123,description8123,entertainment|technology,243,11,19,Kollam
8124,Event8124,description8124,entertainment|technology|infotainment,85,44,23,Kolar
8125,Event8125,description8125,online|entertainment,445,49,7,Belgaum
8126,Event8126,description8126,online|technology,106,3,9,Mangalore
8127,Event8127,description8127,infotainment,90,4,13,Nizamabad
8128,Event8128,description8128,dance,169,13,8,Hyderabad
8129,Event8129,description8129,infotainment,314,3,29,Karur
8130,Event8130,description8130,online|music,423,12,24,Madurai
8131,Event8131,description8131,technology|food,266,29,34,Kakinada
8132,Event8132,description8132,sports|music,145,41,9,Chennai
8133,Event8133,description8133,food|outdoor|infotainment,455,32,27,Hassan
8134,Event8134,description8134,outdoor,302,22,33,Kasargod
8135,Event8135,description8135,entertainment|competition|sports,172,18,25,Thrissur
8136,Event8136,description8136,infotainment|sports|entertainment,380,3,26,Vijayawada
8137,Event8137,description8137,infotainment|food,257,26,10,Shimoga
8138,Event8138,description8138,music|infotainment,417,35,14,Nellore
8139,Event8139,description8139,food|outdoor|sports,122,22,18,Karur
8140,Event8140,description8140,dance|entertainment,251,34,22,Kurnool
8141,Event8141,description8141,freeentry,198,46,29,Alappuzha
8142,Event8142,description8142,food,386,4,7,Visakhapatnam
8143,Event8143,description8143,competition|sports|infotainment,47,30,33,Ooty
8144,Event8144,description8144,competition,170,39,22,Guntur
8145,Event8145,description8145,music,189,12,19,Nellore
8146,Event8146,description8146,dance|sports,205,32,27,Tiruchirappalli
8147,Event8147,description8147,music|food|online,317,34,34,Kochi
8148,Event8148,description8148,infotainment,436,36,2,Mysore
8149,Event8149,description8149,sports|freeentry|entertainment,355,27,6,Kollam
8150,Event8150,description8150,technology|infotainment,51,44,3,Vijayawada
8151,Event8151,description8151,music|food|dance,493,17,38,Thanjavur
8152,Event8152,description8152,technology|entertainment,339,35,37,Salem
8153,Event8153,description8153,entertainment|competition,393,19,35,Gulbarga
8154,Event8154,description8154,outdoor|freeentry|music,97,14,3,Chennai
8155,Event8155,description8155,music,409,20,16,Kochi
8156,Event8156,description8156,outdoor|competition,265,3,7,Thiruvananthapuram
8157,Event8157,description8157,entertainment|outdoor|dance,471,35,14,Gulbarga
8158,Event8158,description8158,music,40,4,40,Visakhapatnam
8159,Event8159,description8159,food|online|music,368,1,9,Mangalore
8160,Event8160,description8160,outdoor|online|entertainment,57,5,29,Tumkur
8161,Event8161,description8161,outdoor|competition,306,24,8,Davangere
8162,Event8162,description8162,technology|freeentry|food,69,40,26,Coimbatore
8163,Event8163,description8163,music|technology,57,20,20,Thiruvananthapuram
8164,Event8164,description8164,freeentry,241,20,34,Mangalore
8165,Event8165,description8165,music,345,39,37,Pathanamthitta
8166,Event8166,description8166,competition|online|technology,151,11,27,Karur
8167,Event8167,description8167,music|competition,278,16,13,Mangalore
8168,Event8168,description8168,sports|infotainment|competition,430,17,13,Ooty
8169,Event8169,description8169,technology,340,36,17,Chittoor
8170,Event8170,description8170,freeentry,484,6,35,Kochi
8171,Event8171,description8171,dance,62,26,8,Kadapa
8172,Event8172,description8172,entertainment,149,36,35,Chennai
8173,Event8173,description8173,entertainment|infotainment,314,32,7,Madurai
8174,Event8174,description8174,competition,366,50,7,Coimbatore
8175,Event8175,description8175,dance|competition,28,2,11,Kolar
8176,Event8176,description8176,infotainment|online|entertainment,462,17,5,Alappuzha
8177,Event8177,description8177,freeentry|competition,297,48,24,Pathanamthitta
8178,Event8178,description8178,infotainment|dance,25,2,28,Madurai
8179,Event8179,description8179,online,354,34,10,Palakkad
8180,Event8180,description8180,music,448,33,4,Mandya
8181,Event8181,description8181,technology,410,18,8,Kannur
8182,Event8182,description8182,infotainment,277,14,12,Kadapa
8183,Event8183,description8183,outdoor,111,37,6,Kollam
8184,Event8184,description8184,sports,278,21,32,Anantapur
8185,Event8185,description8185,technology|music,407,47,31,Kadapa
8186,Event8186,description8186,freeentry,127,11,13,Hassan
8187,Event8187,description8187,competition|outdoor|online,63,5,1,Guntur
8188,Event8188,description8188,food|freeentry,73,44,37,Mangalore
8189,Event8189,description8189,music,412,23,4,Guntur
8190,Event8190,description8190,dance|music,99,45,27,Davangere
8191,Event8191,description8191,freeentry,123,11,2,Bangalore
8192,Event8192,description8192,food,417,4,28,Anantapur
8193,Event8193,description8193,infotainment,164,37,38,Ooty
8194,Event8194,description8194,music|infotainment,264,5,17,Palakkad
8195,Event8195,description8195,outdoor|dance|music,114,44,32,Thanjavur
8196,Event8196,description8196,sports,475,15,28,Kannur
8197,Event8197,description8197,sports|competition|online,483,9,33,Palakkad
8198,Event8198,description8198,competition|infotainment,91,10,4,Kollam
8199,Event8199,description8199,sports,154,45,5,Rajahmundry
8200,Event8200,description8200,sports,33,14,37,Thanjavur
8201,Event8201,description8201,outdoor,264,37,30,Rajahmundry
8202,Event8202,description8202,sports,301,13,9,Alappuzha
8203,Event8203,description8203,competition|entertainment,151,15,36,Ooty
8204,Event8204,description8204,food|music|competition,376,37,19,Salem
8205,Event8205,description8205,entertainment|infotainment|outdoor,323,3,36,Chennai
8206,Event8206,description8206,outdoor,334,6,25,Kakinada
8207,Event8207,description8207,online,274,46,29,Belgaum
8208,Event8208,description8208,sports|technology,161,3,8,Ooty
8209,Event8209,description8209,entertainment|infotainment,385,43,24,Mysore
8210,Event8210,description8210,online|infotainment|sports,467,17,17,Kolar
8211,Event8211,description8211,infotainment|online|music,153,25,19,Pathanamthitta
8212,Event8212,description8212,dance|sports|music,415,11,25,Chikkamagaluru
8213,Event8213,description8213,infotainment|competition,136,43,23,Hosur
8214,Event8214,description8214,food,395,11,37,Kochi
8215,Event8215,description8215,dance|music,384,16,29,Tiruppur
8216,Event8216,description8216,dance|entertainment,322,37,34,Vijayawada
8217,Event8217,description8217,music|infotainment,277,39,38,Chikkamagaluru
8218,Event8218,description8218,infotainment|dance|technology,20,50,10,Nizamabad
8219,Event8219,description8219,dance,392,37,39,Shimoga
8220,Event8220,description8220,entertainment|outdoor,327,25,4,Ooty
8221,Event8221,description8221,music|food|freeentry,498,28,3,Bangalore
8222,Event8222,description8222,sports,500,39,6,Kasargod
8223,Event8223,description8223,infotainment|food|entertainment,195,36,36,Kozhikode
8224,Event8224,description8224,dance|outdoor|online,426,32,25,Kolar
8225,Event8225,description8225,sports,354,20,11,Shimoga
8226,Event8226,description8226,outdoor,269,43,2,Chittoor
8227,Event8227,description8227,food|technology,464,21,4,Karaikudi
8228,Event8228,description8228,dance|outdoor,162,8,12,Shimoga
8229,Event8229,description8229,dance,193,35,32,Kozhikode
8230,Event8230,description8230,competition,444,23,32,Rajahmundry
8231,Event8231,description8231,competition,282,30,39,Tiruppur
8232,Event8232,description8232,food,288,1,35,Nizamabad
8233,Event8233,description8233,infotainment|competition,430,30,16,Bellary
8234,Event8234,description8234,freeentry|online|entertainment,280,49,36,Bangalore
8235,Event8235,description8235,music|online|competition,337,28,7,Vijayawada
8236,Event8236,description8236,sports|freeentry|competition,300,34,26,Coimbatore
8237,Event8237,description8237,infotainment|online,93,6,32,Salem
8238,Event8238,description8238,dance|sports,471,23,23,Hyderabad
8239,Event8239,description8239,dance|freeentry|music,382,36,9,Warangal
8240,Event8240,description8240,music|competition|outdoor,165,27,35,Karur
8241,Event8241,description8241,technology|music|entertainment,284,30,4,Madurai
8242,Event8242,description8242,sports,421,2,37,Rajahmundry
8243,Event8243,description8243,online|food,411,47,1,Bangalore
8244,Event8244,description8244,entertainment|music,402,25,8,Kolar
8245,Event8245,description8245,online|entertainment|infotainment,98,24,36,Mandya
8246,Event8246,description8246,freeentry,129,24,5,Alappuzha
8247,Event8247,description8247,infotainment|dance,383,1,18,Madurai
8248,Event8248,description8248,infotainment|sports|outdoor,344,28,9,Thanjavur
8249,Event8249,description8249,food|sports|entertainment,301,25,12,Kannur
8250,Event8250,description8250,outdoor|infotainment,42,16,27,Thanjavur
8251,Event8251,description8251,dance,335,47,39,Pathanamthitta
8252,Event8252,description8252,competition,162,49,31,Anantapur
8253,Event8253,description8253,online|freeentry|infotainment,164,35,19,Tumkur
8254,Event8254,description8254,freeentry,168,3,19,Gulbarga
8255,Event8255,description8255,outdoor|freeentry|technology,63,35,25,Tiruchirappalli
8256,Event8256,description8256,competition,256,33,15,Kannur
8257,Event8257,description8257,freeentry|online|music,321,50,30,Shimoga
8258,Event8258,description8258,sports,32,48,33,Tiruppur
8259,Event8259,description8259,outdoor|infotainment,387,6,3,Mysore
8260,Event8260,description8260,sports|food|outdoor,140,2,15,Kurnool
8261,Event8261,description8261,dance|technology,81,10,31,Bangalore
8262,Event8262,description8262,food|music|outdoor,126,38,10,Coimbatore
8263,Event8263,description8263,music|outdoor,346,29,10,Bellary
8264,Event8264,description8264,entertainment,154,10,19,Chennai
8265,Event8265,description8265,outdoor|music,88,35,18,Kozhikode
8266,Event8266,description8266,music,391,18,38,Kochi
8267,Event8267,description8267,food,447,14,14,Ooty
8268,Event8268,description8268,technology|entertainment|infotainment,234,42,15,Mangalore
8269,Event8269,description8269,online|freeentry|technology,179,5,29,Karur
8270,Event8270,description8270,music,493,39,10,Tiruchirappalli
8271,Event8271,description8271,sports|outdoor,169,30,12,Anantapur
8272,Event8272,description8272,competition,81,35,25,Mandya
8273,Event8273,description8273,freeentry|entertainment,63,26,19,Guntur
8274,Event8274,description8274,infotainment|competition,443,23,32,Shimoga
8275,Event8275,description8275,dance|freeentry,86,32,34,Kolar
8276,Event8276,description8276,outdoor,185,7,17,Hassan
8277,Event8277,description8277,freeentry|dance,44,7,15,Kozhikode
8278,Event8278,description8278,freeentry|music|outdoor,397,7,24,Hassan
8279,Event8279,description8279,entertainment,374,36,18,Nellore
8280,Event8280,description8280,dance|sports|technology,467,8,15,Thrissur
8281,Event8281,description8281,outdoor,321,8,25,Rajahmundry
8282,Event8282,description8282,infotainment|music,45,14,36,Mandya
8283,Event8283,description8283,food|freeentry,423,40,9,Madurai
8284,Event8284,description8284,competition,351,49,29,Belgaum
8285,Event8285,description8285,music|food,181,21,24,Kadapa
8286,Event8286,description8286,infotainment,369,34,5,Kurnool
8287,Event8287,description8287,online,290,9,12,Belgaum
8288,Event8288,description8288,dance,22,38,15,Kolar
8289,Event8289,description8289,entertainment|music,300,8,3,Kolar
8290,Event8290,description8290,competition,270,14,16,Kochi
8291,Event8291,description8291,dance|competition|technology,303,49,35,Tiruchirappalli
8292,Event8292,description8292,music,445,23,30,Nizamabad
8293,Event8293,description8293,competition|online|freeentry,163,1,23,Kottayam
8294,Event8294,description8294,dance|competition|food,42,48,31,Mysore
8295,Event8295,description8295,infotainment,477,39,21,Kolar
8296,Event8296,description8296,infotainment,189,29,30,Kasargod
8297,Event8297,description8297,technology,254,18,39,Chennai
8298,Event8298,description8298,food|freeentry,413,27,6,Madurai
8299,Event8299,description8299,technology|competition,36,31,21,Nellore
8300,Event8300,description8300,infotainment,453,20,15,Mandya
8301,Event8301,description8301,music|food|online,331,25,6,Bangalore
8302,Event8302,description8302,infotainment,251,24,18,Mandya
8303,Event8303,description8303,infotainment|competition,370,41,10,Gulbarga
8304,Event8304,description8304,dance,416,14,9,Kannur
8305,Event8305,description8305,outdoor,475,15,1,Ooty
8306,Event8306,description8306,infotainment|technology,190,39,24,Tumkur
8307,Event8307,description8307,online|infotainment,87,38,37,Tiruppur
8308,Event8308,description8308,competition,35,12,32,Gulbarga
8309,Event8309,description8309,outdoor,181,2,38,Pathanamthitta
8310,Event8310,description8310,outdoor,194,49,39,Hassan
8311,Event8311,description8311,food,223,2,31,Salem
8312,Event8312,description8312,music|technology,295,2,15,Kadapa
8313,Event8313,description8313,dance|music|food,385,34,34,Shimoga
8314,Event8314,description8314,infotainment|online,43,39,11,Nellore
8315,Event8315,description8315,music,407,13,24,Kolar
8316,Event8316,description8316,freeentry,316,19,13,Madurai
8317,Event8317,description8317,entertainment|food|competition,15,33,29,Thiruvananthapuram
8318,Event8318,description8318,technology|infotainment,268,10,28,Mangalore
8319,Event8319,description8319,music,304,14,38,Palakkad
8320,Event8320,description8320,music|dance,162,47,6,Madurai
8321,Event8321,description8321,technology|competition,394,40,10,Kasargod
8322,Event8322,description8322,freeentry,427,27,7,Gulbarga
8323,Event8323,description8323,sports|infotainment,223,28,26,Mysore
8324,Event8324,description8324,sports,380,28,20,Guntur
8325,Event8325,description8325,food|music,458,10,39,Hassan
8326,Event8326,description8326,technology,365,24,4,Vijayawada
8327,Event8327,description8327,freeentry,87,15,35,Salem
8328,Event8328,description8328,sports|technology,432,19,18,Thanjavur
8329,Event8329,description8329,music|sports,271,24,8,Pathanamthitta
8330,Event8330,description8330,infotainment,290,14,39,Thiruvananthapuram
8331,Event8331,description8331,competition,381,4,21,Alappuzha
8332,Event8332,description8332,competition|technology|sports,273,8,24,Coimbatore
8333,Event8333,description8333,outdoor|infotainment,298,23,7,Chittoor
8334,Event8334,description8334,online,255,46,13,Rajahmundry
8335,Event8335,description8335,competition|freeentry|music,94,26,40,Tumkur
8336,Event8336,description8336,sports,411,28,8,Nellore
8337,Event8337,description8337,music,158,34,39,Tiruppur
8338,Event8338,description8338,outdoor,299,22,7,Tiruppur
8339,Event8339,description8339,online|freeentry,317,29,28,Hosur
8340,Event8340,description8340,music|entertainment|freeentry,270,47,22,Pathanamthitta
8341,Event8341,description8341,food,388,32,27,Guntur
8342,Event8342,description8342,technology|freeentry,87,12,17,Karur
8343,Event8343,description8343,online|food|outdoor,128,27,5,Nizamabad
8344,Event8344,description8344,sports|online,11,14,4,Kannur
8345,Event8345,description8345,technology,106,12,39,Coimbatore
8346,Event8346,description8346,infotainment|competition|dance,124,37,19,Hyderabad
8347,Event8347,description8347,outdoor,54,28,3,Pathanamthitta
8348,Event8348,description8348,technology,97,32,14,Mandya
8349,Event8349,description8349,sports,223,5,23,Visakhapatnam
8350,Event8350,description8350,dance|outdoor|freeentry,121,14,10,Guntur
8351,Event8351,description8351,entertainment,468,6,28,Hassan
8352,Event8352,description8352,technology|competition|outdoor,364,5,14,Warangal
8353,Event8353,description8353,entertainment,441,43,27,Kolar
8354,Event8354,description8354,music,373,7,37,Alappuzha
8355,Event8355,description8355,food|competition,22,35,28,Thrissur
8356,Event8356,description8356,freeentry,207,26,19,Palakkad
8357,Event8357,description8357,freeentry|infotainment|technology,437,22,5,Kakinada
8358,Event8358,description8358,technology|infotainment|outdoor,466,38,33,Kakinada
8359,Event8359,description8359,freeentry|online,424,21,34,Thanjavur
8360,Event8360,description8360,sports,203,31,38,Tiruchirappalli
8361,Event8361,description8361,online|entertainment,433,2,4,Alappuzha
8362,Event8362,description8362,music|freeentry|infotainment,434,31,39,Chittoor
8363,Event8363,description8363,outdoor,41,24,30,Shimoga
8364,Event8364,description8364,entertainment|outdoor,122,36,19,Guntur
8365,Event8365,description8365,infotainment|music|outdoor,132,9,16,Kurnool
8366,Event8366,description8366,sports,273,46,15,Hyderabad
8367,Event8367,description8367,infotainment|competition,201,8,38,Mangalore
8368,Event8368,description8368,competition|freeentry|outdoor,481,44,34,Nellore
8369,Event8369,description8369,technology,85,9,17,Karur
8370,Event8370,description8370,online|competition|sports,407,10,19,Hyderabad
8371,Event8371,description8371,competition|online|dance,121,25,12,Kollam
8372,Event8372,description8372,entertainment|infotainment|music,142,26,32,Karur
8373,Event8373,description8373,technology|dance,99,2,31,Mangalore
8374,Event8374,description8374,online,289,33,39,Madurai
8375,Event8375,description8375,outdoor|freeentry|sports,480,2,3,Kurnool
8376,Event8376,description8376,freeentry,106,7,11,Shimoga
8377,Event8377,description8377,infotainment,460,38,35,Bellary
8378,Event8378,description8378,outdoor|sports|online,46,6,6,Visakhapatnam
8379,Event8379,description8379,sports|outdoor|freeentry,404,35,10,Palakkad
8380,Event8380,description8380,technology|online|outdoor,442,7,24,Karaikudi
8381,Event8381,description8381,technology,216,14,11,Coimbatore
8382,Event8382,description8382,dance|competition,428,27,7,Nellore
8383,Event8383,description8383,freeentry|technology|infotainment,145,15,11,Warangal
8384,Event8384,description8384,competition,335,25,39,Shimoga
8385,Event8385,description8385,outdoor|freeentry|food,230,9,11,Kolar
8386,Event8386,description8386,music|outdoor|dance,406,32,25,Kurnool
8387,Event8387,description8387,entertainment|dance,474,38,17,Belgaum
8388,Event8388,description8388,technology|outdoor|online,290,20,30,Warangal
8389,Event8389,description8389,infotainment|entertainment,48,36,11,Salem
8390,Event8390,description8390,freeentry|music,155,1,14,Kochi
8391,Event8391,description8391,entertainment,126,24,34,Kolar
8392,Event8392,description8392,music|outdoor,374,1,37,Chikkamagaluru
8393,Event8393,description8393,sports|online|dance,491,27,22,Anantapur
8394,Event8394,description8394,entertainment|music|freeentry,455,50,15,Chikkamagaluru
8395,Event8395,description8395,freeentry|competition,480,30,11,Nizamabad
8396,Event8396,description8396,sports|freeentry|technology,179,26,29,Kasargod
8397,Event8397,description8397,dance|technology,10,9,33,Gulbarga
8398,Event8398,description8398,food|outdoor|sports,385,38,6,Kozhikode
8399,Event8399,description8399,food|online|dance,353,17,3,Hyderabad
8400,Event8400,description8400,food|competition,349,13,18,Karur
8401,Event8401,description8401,sports|competition|freeentry,36,27,31,Coimbatore
8402,Event8402,description8402,food|outdoor|freeentry,260,14,34,Rajahmundry
8403,Event8403,description8403,food|online,131,36,2,Davangere
8404,Event8404,description8404,online|dance|outdoor,413,30,9,Bangalore
8405,Event8405,description8405,freeentry,393,33,36,Thanjavur
8406,Event8406,description8406,sports,137,23,35,Vijayawada
8407,Event8407,description8407,freeentry|entertainment|outdoor,381,20,26,Kakinada
8408,Event8408,description8408,music|freeentry|food,356,8,34,Mysore
8409,Event8409,description8409,music,438,30,33,Mandya
8410,Event8410,description8410,entertainment|music|food,289,25,34,Chikkamagaluru
8411,Event8411,description8411,entertainment|dance,282,18,18,Ooty
8412,Event8412,description8412,entertainment|technology|outdoor,409,27,33,Thrissur
8413,Event8413,description8413,freeentry|sports|entertainment,72,24,20,Kochi
8414,Event8414,description8414,technology|freeentry,466,4,14,Kasargod
8415,Event8415,description8415,sports|entertainment,116,6,36,Vijayawada
8416,Event8416,description8416,freeentry|competition,11,49,35,Bellary
8417,Event8417,description8417,online|freeentry|food,345,47,39,Palakkad
8418,Event8418,description8418,online|sports|technology,347,12,15,Mysore
8419,Event8419,description8419,sports|entertainment,417,42,1,Karur
8420,Event8420,description8420,freeentry|entertainment,390,27,16,Mysore
8421,Event8421,description8421,technology,368,1,15,Palakkad
8422,Event8422,description8422,outdoor,254,45,6,Visakhapatnam
8423,Event8423,description8423,dance,427,42,16,Thrissur
8424,Event8424,description8424,food|entertainment,194,40,22,Karur
8425,Event8425,description8425,freeentry,184,27,14,Kochi
8426,Event8426,description8426,infotainment|competition,288,21,11,Chennai
8427,Event8427,description8427,freeentry|online,174,12,34,Shimoga
8428,Event8428,description8428,music|freeentry|sports,36,2,26,Bangalore
8429,Event8429,description8429,sports|entertainment|freeentry,265,49,9,Hassan
8430,Event8430,description8430,sports|infotainment,383,43,9,Guntur
8431,Event8431,description8431,competition,168,17,12,Chittoor
8432,Event8432,description8432,outdoor|freeentry|music,357,39,37,Pathanamthitta
8433,Event8433,description8433,outdoor|food|sports,118,25,34,Mandya
8434,Event8434,description8434,food|freeentry|competition,396,41,20,Warangal
8435,Event8435,description8435,competition,204,15,5,Vijayawada
8436,Event8436,description8436,food|dance|competition,281,2,23,Hosur
8437,Event8437,description8437,outdoor|competition|online,44,3,2,Karur
8438,Event8438,description8438,sports,56,20,16,Salem
8439,Event8439,description8439,sports|dance|online,200,41,28,Tumkur
8440,Event8440,description8440,freeentry,253,18,29,Pathanamthitta
8441,Event8441,description8441,outdoor,485,25,31,Thrissur
8442,Event8442,description8442,freeentry|food|sports,16,9,14,Rajahmundry
8443,Event8443,description8443,freeentry|dance|entertainment,276,49,37,Davangere
8444,Event8444,description8444,infotainment|sports|dance,219,50,20,Tumkur
8445,Event8445,description8445,sports|music,395,31,25,Ooty
8446,Event8446,description8446,infotainment|entertainment,407,36,8,Chikkamagaluru
8447,Event8447,description8447,technology|music,170,46,32,Pathanamthitta
8448,Event8448,description8448,online|competition,42,43,7,Tumkur
8449,Event8449,description8449,sports|outdoor|entertainment,468,9,15,Hassan
8450,Event8450,description8450,freeentry,397,24,13,Kozhikode
8451,Event8451,description8451,competition|outdoor,447,42,9,Kakinada
8452,Event8452,description8452,infotainment|food|outdoor,10,21,23,Gulbarga
8453,Event8453,description8453,online|technology|sports,193,40,22,Kottayam
8454,Event8454,description8454,sports,193,16,18,Mandya
8455,Event8455,description8455,technology,335,5,29,Thanjavur
8456,Event8456,description8456,music,242,31,4,Kollam
8457,Event8457,description8457,competition|technology|food,255,14,22,Thiruvananthapuram
8458,Event8458,description8458,outdoor|dance,324,1,17,Thrissur
8459,Event8459,description8459,infotainment|outdoor|technology,351,17,18,Chennai
8460,Event8460,description8460,entertainment,424,8,6,Anantapur
8461,Event8461,description8461,music,199,35,37,Hosur
8462,Event8462,description8462,freeentry|food|technology,318,38,29,Kakinada
8463,Event8463,description8463,food|dance|competition,163,37,9,Salem
8464,Event8464,description8464,infotainment,223,25,9,Vijayawada
8465,Event8465,description8465,music,221,11,39,Kozhikode
8466,Event8466,description8466,freeentry,200,31,40,Madurai
8467,Event8467,description8467,freeentry|online|sports,323,3,7,Pathanamthitta
8468,Event8468,description8468,outdoor|online|music,262,15,40,Karaikudi
8469,Event8469,description8469,online,203,2,25,Thrissur
8470,Event8470,description8470,music,142,3,31,Coimbatore
8471,Event8471,description8471,entertainment,489,17,36,Kurnool
8472,Event8472,description8472,sports|competition,184,28,13,Chennai
8473,Event8473,description8473,technology|competition|sports,373,24,9,Chikkamagaluru
8474,Event8474,description8474,entertainment|dance,401,23,36,Thanjavur
8475,Event8475,description8475,outdoor|online,164,41,10,Kolar
8476,Event8476,description8476,online|entertainment,138,18,7,Ooty
8477,Event8477,description8477,entertainment,424,12,28,Kochi
8478,Event8478,description8478,music|food|entertainment,217,42,13,Bellary
8479,Event8479,description8479,outdoor|infotainment|freeentry,414,10,30,Gulbarga
8480,Event8480,description8480,freeentry|online,25,18,36,Chikkamagaluru
8481,Event8481,description8481,food|online|sports,78,41,16,Mandya
8482,Event8482,description8482,food|technology,23,6,39,Mangalore
8483,Event8483,description8483,online,131,3,8,Vijayawada
8484,Event8484,description8484,outdoor|food|online,160,42,20,Karaikudi
8485,Event8485,description8485,dance|infotainment,224,21,1,Mysore
8486,Event8486,description8486,food|entertainment|freeentry,301,43,1,Mangalore
8487,Event8487,description8487,online|infotainment|entertainment,228,16,5,Kasargod
8488,Event8488,description8488,outdoor|food|online,142,47,17,Belgaum
8489,Event8489,description8489,entertainment|infotainment,193,16,3,Nellore
8490,Event8490,description8490,sports,394,22,33,Chennai
8491,Event8491,description8491,dance|technology,298,26,25,Chikkamagaluru
8492,Event8492,description8492,outdoor|freeentry,116,22,31,Kochi
8493,Event8493,description8493,sports|entertainment,60,9,31,Mandya
8494,Event8494,description8494,sports|online,426,2,1,Kakinada
8495,Event8495,description8495,freeentry|outdoor|infotainment,408,27,25,Hyderabad
8496,Event8496,description8496,outdoor|freeentry|sports,161,19,29,Tiruchirappalli
8497,Event8497,description8497,sports|technology|entertainment,135,35,39,Alappuzha
8498,Event8498,description8498,competition|music,396,16,16,Tumkur
8499,Event8499,description8499,dance,356,47,18,Nellore
8500,Event8500,description8500,infotainment,104,28,23,Kannur
8501,Event8501,description8501,online,385,30,25,Hosur
8502,Event8502,description8502,dance|competition,163,20,30,Warangal
8503,Event8503,description8503,online,203,46,25,Rajahmundry
8504,Event8504,description8504,infotainment|outdoor|online,386,29,8,Kottayam
8505,Event8505,description8505,sports|competition,280,39,40,Kurnool
8506,Event8506,description8506,food|freeentry,458,19,35,Kozhikode
8507,Event8507,description8507,dance|food,443,22,9,Bangalore
8508,Event8508,description8508,entertainment,408,48,7,Kochi
8509,Event8509,description8509,music|entertainment,275,41,10,Karur
8510,Event8510,description8510,sports|freeentry|entertainment,175,43,8,Madurai
8511,Event8511,description8511,food|dance|freeentry,466,27,21,Hosur
8512,Event8512,description8512,competition|freeentry,248,12,10,Mangalore
